File_Name,Em,Ed,El,LEm,ATm,Asm,ASd,EDm,FPm,FMm,FCm,Tm,Td,PCm,PCd,Pm,Pd,Cm,Cd,Cl,Chh,KCm,KCd,Mm,Md,Hm,ESm,Rm,Im,Id,Bm,Bd,SCm,SCd,Zm,Zd,Sm,Km,SEm,SEd,SFm,Fm,REm,REd,M1m,D1m,M2m,D2m,M3m,D3m,M4m,D4m,M5m,D5m,M6m,D6m,M7m,D7m,RSm,RSd,RRm,RRd,RTm,RTd,RGm,RGd,class
02-blood_red.mp3       ,0.128940,0.003749,0.002211,0.580653 ,0.058792 ,1082012.391003 ,980523.321154 ,4.404234 ,849.000000 ,2578.682492 ,4.867059 ,135.508801,8.272383,0.324731 ,0.132968 ,429.476829,458.411806,0.000000,0.337034,0.176756,-32257568105.031006,0.464265 ,0.142582 ,-0.038115,0.094884,0.333905,0.942598 ,1783.641621,NaN,NaN,0.955098,0.029552,4440.976617 ,774.676996 ,3187.299830,945.788502,0.790130,75756725268.616547,0.870860 ,0.024004 ,107.067248 ,0.095642,0.482133 ,0.237360 ,0.112248 ,0.000448 ,0.373713 ,-0.000543 ,0.997046 ,-0.000179 ,0.136888 ,-0.000096 ,0.173894 ,-0.000146 ,0.269012 ,-0.000416 ,0.200482 ,0.000043 ,47.204444 ,21.738519 ,53.600388 ,39.698359 ,63.557135 ,41.832562 ,68.050005 ,37.982686 ,aggressive
02-bodom_after_midnight.mp3       ,0.285500,0.007283,0.005037,0.546382 ,0.054875 ,7307263.779137 ,4607264.883677 ,6.166220 ,842.000000 ,4624.548898 ,4.814328 ,129.156577,25.727672,0.546452 ,0.071930 ,738.590784,397.416038,-0.000000,0.324285,0.161429,-35956779473.169937,0.523401 ,0.155239 ,-0.039389,0.115785,0.346367,0.925998 ,4849.300685,NaN,NaN,0.921631,0.045754,3575.879481 ,693.449975 ,2144.874582,740.906649,0.592554,290358277526.407170,0.846594 ,0.029668 ,238.713047 ,0.152428,0.462824 ,0.232586 ,0.873813 ,0.000108 ,0.017432 ,0.000041 ,0.390971 ,-0.000139 ,0.035157 ,-0.000218 ,0.208623 ,0.000013 ,0.168837 ,0.000126 ,0.214563 ,0.000202 ,54.116785 ,22.528348 ,37.501221 ,20.802084 ,77.543576 ,44.789592 ,82.960007 ,41.743042 ,aggressive
02-bugman.mp3       ,0.195721,0.006218,0.002770,0.536004 ,0.052886 ,2588114.521361 ,2379014.672897 ,3.578529 ,818.000000 ,6026.602228 ,4.605128 ,123.990616,13.781933,0.362734 ,0.106573 ,632.354873,392.580427,0.000000,0.365787,0.147889,-24000867266.308411,0.442426 ,0.142509 ,-0.056259,0.106091,0.333109,0.933236 ,1933.585054,NaN,NaN,0.921946,0.032995,4091.836100 ,633.215578 ,2121.355372,786.040100,0.775321,140164284349.692990,0.862270 ,0.022017 ,159.071806 ,0.128522,0.542542 ,0.283291 ,1.176418 ,-0.000173 ,0.032944 ,-0.000647 ,0.379750 ,-0.000105 ,0.060437 ,0.000292 ,0.176522 ,-0.000319 ,0.052917 ,-0.000001 ,0.067837 ,0.000613 ,51.024310 ,30.871097 ,69.976415 ,59.482751 ,49.573068 ,24.881059 ,60.317923 ,30.313440 ,aggressive
02-c.b.f..mp3       ,0.193850,0.005536,0.002150,0.515218 ,0.051667 ,1751351.564677 ,1276126.832941 ,5.060322 ,482.000000 ,2670.894919 ,4.781543 ,141.252663,20.898330,0.597087 ,0.119960 ,741.818835,401.825319,0.000000,0.309368,0.161554,-33192804138.457508,0.511600 ,0.146837 ,0.021302,0.137075,0.401779,0.926265 ,2587.732127,NaN,NaN,0.936558,0.022875,3643.519126 ,658.194590 ,2113.570234,477.940714,0.727733,153464721781.195430,0.847202 ,0.024308 ,147.741431 ,0.104122,0.581472 ,0.278867 ,0.859277 ,0.000348 ,-0.231340 ,-0.000647 ,0.498230 ,-0.000650 ,0.082753 ,-0.000111 ,0.210537 ,0.000220 ,0.073489 ,-0.000436 ,0.123847 ,-0.000215 ,59.735710 ,25.790115 ,46.106264 ,21.757741 ,71.750927 ,36.800473 ,72.846802 ,33.974064 ,aggressive
02-consequence.mp3       ,0.298894,0.007483,0.004069,0.548059 ,0.047348 ,6233917.816591 ,3946903.758839 ,6.769437 ,754.000000 ,3325.364217 ,4.666323 ,126.449854,24.073186,0.365373 ,0.063714 ,726.273153,419.259633,0.000000,0.358103,0.105520,-39398294205.336205,0.451076 ,0.141233 ,0.009968,0.092103,0.366104,0.904162 ,3934.817216,NaN,NaN,0.900719,0.041771,2712.229428 ,557.535716 ,1346.496656,439.632046,0.559654,321239677190.687740,0.809903 ,0.029374 ,244.768699 ,0.116506,0.509703 ,0.261619 ,1.408100 ,-0.000311 ,-0.431843 ,-0.000304 ,0.451543 ,0.000024 ,-0.112417 ,0.000693 ,0.403355 ,0.001016 ,0.145683 ,0.000308 ,0.217194 ,-0.000112 ,43.027073 ,21.259440 ,37.698845 ,22.425000 ,54.368435 ,30.883196 ,54.320102 ,25.594209 ,aggressive

02-baby_i_ve_got_you_on_my_mind.mp3       ,0.299681,0.008868,0.004825,0.556387 ,0.053047 ,7212016.024242 ,6088584.272050 ,4.792225 ,922.000000 ,4077.280721 ,4.618822 ,131.262401,24.901810,0.282240 ,0.155690 ,626.607009,390.820562,0.000000,0.202773,0.166491,-24354838706.504448,0.533620 ,0.159000 ,-0.018980,0.106284,0.329722,0.909227 ,4081.347408,NaN,NaN,0.932518,0.045330,2938.149365 ,642.201999 ,1531.563545,518.052982,0.552265,325487313607.258480,0.816463 ,0.035099 ,230.010271 ,0.097803,0.647794 ,0.263143 ,1.589971 ,-0.001248 ,-0.349867 ,0.001326 ,0.668004 ,-0.000700 ,0.018326 ,0.000534 ,0.124156 ,-0.000034 ,0.002609 ,0.000391 ,0.116986 ,-0.000222 ,67.598363 ,43.974733 ,76.530825 ,61.813925 ,66.937652 ,48.734059 ,77.831412 ,58.910333 ,happy
02-call_n_return.mp3       ,0.268772,0.012821,0.006271,0.506071 ,0.073297 ,7715800.706062 ,6804634.362848 ,3.853887 ,1099.000000 ,7791.546414 ,4.411238 ,117.718644,24.885639,0.298809 ,0.073218 ,469.086577,292.267578,0.000000,0.349145,0.373150,-23325987920.582985,0.517289 ,0.152716 ,0.003011,0.113809,0.403901,0.924877 ,3358.964595,NaN,NaN,0.971222,0.061456,3835.682466 ,1145.705356 ,2249.515050,1318.147654,0.642047,265714291510.623410,0.837874 ,0.045956 ,216.243252 ,0.109617,0.709425 ,0.366487 ,1.309728 ,0.000182 ,-0.162556 ,-0.000463 ,0.169902 ,-0.000943 ,-0.393996 ,0.000446 ,-0.105136 ,0.001278 ,-0.121266 ,0.000393 ,-0.083899 ,0.000501 ,52.365483 ,25.882009 ,26.051964 ,18.326761 ,68.919295 ,44.842062 ,73.573569 ,42.043618 ,happy
02-carrie_anne.mp3       ,0.171803,0.005489,0.002083,0.450392 ,0.063941 ,1515284.157685 ,1142516.102276 ,3.676471 ,754.000000 ,7158.579840 ,4.893605 ,115.295241,15.592674,0.576723 ,0.131305 ,432.644381,344.594551,-0.000000,0.297523,0.364360,-30933402734.721672,0.526273 ,0.166372 ,-0.004069,0.124186,0.379272,0.914029 ,1195.908162,NaN,NaN,0.946225,0.029192,3074.292080 ,797.356624 ,1648.615513,844.457280,0.771107,114108270572.751510,0.805350 ,0.042315 ,115.303139 ,0.083244,0.749231 ,0.351293 ,1.718988 ,-0.001187 ,-0.062382 ,0.001200 ,0.683180 ,-0.000325 ,0.240487 ,0.000016 ,0.067903 ,0.000047 ,0.137697 ,0.000304 ,0.087411 ,0.000925 ,81.240444 ,36.075541 ,52.805869 ,35.146390 ,92.056056 ,53.705742 ,102.466769 ,49.647693 ,happy
02-donnie.mp3       ,0.286972,0.010005,0.006225,0.579488 ,0.063352 ,9839727.072991 ,7833086.063685 ,3.682625 ,799.000000 ,14643.729237 ,4.667767 ,125.930818,7.691249,0.734388 ,0.048218 ,629.278807,388.430786,0.000000,0.305506,0.252309,-30132522953.373543,0.555208 ,0.148738 ,-0.034993,0.115813,0.347351,0.936104 ,3413.522618,NaN,NaN,0.915271,0.054963,4477.539744 ,1013.540587 ,2351.261487,1033.674080,0.707787,223325241132.623720,0.851079 ,0.042399 ,226.469573 ,0.252281,0.604754 ,0.308742 ,1.358072 ,-0.002214 ,0.096154 ,0.000408 ,0.364077 ,-0.000920 ,0.031316 ,0.000003 ,0.216320 ,-0.000127 ,0.028174 ,0.000231 ,0.094950 ,-0.000256 ,54.162523 ,25.721891 ,31.493112 ,25.450652 ,62.175530 ,35.715579 ,65.565755 ,32.383575 ,happy
02-dream_world.mp3       ,0.141074,0.004994,0.003294,0.546074 ,0.075063 ,2390981.460613 ,2588039.199386 ,2.485089 ,801.000000 ,8618.557808 ,4.669354 ,127.372338,1.325397,0.459521 ,0.110180 ,578.579849,359.336432,0.000000,0.371059,0.265650,-25199056198.133415,0.624687 ,0.128243 ,-0.009994,0.148510,0.292406,0.925011 ,1104.560868,NaN,NaN,0.947531,0.042406,3617.843667 ,958.454807 ,2190.099174,976.529357,0.828760,118264507377.639010,0.829856 ,0.040628 ,110.531624 ,0.086143,0.498110 ,0.226925 ,1.583693 ,0.002194 ,-0.141731 ,0.000713 ,0.589314 ,-0.000799 ,-0.193229 ,0.000162 ,0.265399 ,0.000162 ,-0.005411 ,-0.000098 ,0.302977 ,-0.000480 ,61.694754 ,30.289671 ,45.946532 ,21.690858 ,66.583225 ,37.895113 ,71.673833 ,35.109742 ,happy


01-snow_falls_in_november.mp3       ,0.153424,0.007763,0.001984,0.589277 ,0.083772 ,1599785.446289 ,1750227.626101 ,1.559907 ,640.000000 ,9469.201633 ,4.212068 ,107.609099,20.642601,0.336014 ,0.101669 ,252.548492,215.273400,0.000000,0.199822,0.293811,-24335618953.669037,0.614956 ,0.137703 ,-0.052417,0.096354,0.254365,0.855904 ,442.254274,NaN,NaN,0.912391,0.071742,1607.040044 ,990.697988 ,668.210439,621.262379,1.015073,58689165180.464371,0.653147 ,0.068451 ,62.040218 ,0.056866,0.733165 ,0.376619 ,3.829052 ,-0.000154 ,0.148468 ,-0.000248 ,1.120603 ,-0.000469 ,0.051869 ,-0.000278 ,0.346386 ,0.000076 ,0.044109 ,-0.000349 ,0.136432 ,-0.000625 ,91.710471 ,71.175362 ,87.740298 ,89.057288 ,91.461215 ,92.719488 ,100.374600 ,95.217425 ,relaxed
01-speed_trials.mp3       ,0.186820,0.006276,0.002729,0.534492 ,0.066871 ,2982944.165009 ,2849360.215591 ,2.522403 ,649.000000 ,10205.334511 ,4.630515 ,104.321828,9.670446,0.601606 ,0.082317 ,600.219409,455.336596,-0.000000,0.289564,0.232603,-29644981142.189003,0.488529 ,0.116342 ,-0.009812,0.146594,0.311521,0.869691 ,1441.616254,NaN,NaN,0.894670,0.046696,2157.960703 ,545.144132 ,724.142502,318.394458,0.864118,103807009103.119230,0.740356 ,0.040919 ,95.909535 ,0.065393,0.528450 ,0.270915 ,2.933046 ,-0.001396 ,0.304824 ,0.000061 ,0.055303 ,0.000198 ,0.226049 ,-0.000076 ,0.321679 ,0.000368 ,0.279747 ,-0.000072 ,0.241996 ,-0.000274 ,90.505545 ,64.222839 ,115.661353 ,73.950513 ,105.660864 ,89.521651 ,108.803863 ,90.889773 ,relaxed
01-st._stephen.mp3       ,0.157302,0.005469,0.001712,0.454249 ,0.068291 ,1457467.931449 ,1375444.177567 ,1.766667 ,530.000000 ,6174.724641 ,4.848026 ,114.333400,34.599226,0.298824 ,0.102602 ,354.420062,281.516405,0.000000,0.173245,0.235251,-22089271338.337837,0.577343 ,0.145049 ,0.004061,0.112591,0.328563,0.849990 ,666.280971,NaN,NaN,NaN,NaN,NaN ,NaN ,588.910150,372.932069,0.619974,114091038330.132030,0.670269 ,0.075723 ,78.092309 ,0.044694,0.698558 ,0.346994 ,3.520764 ,-0.000267 ,-0.245159 ,0.000887 ,0.802933 ,-0.000445 ,0.158133 ,0.000612 ,0.081029 ,0.000901 ,-0.034799 ,0.001002 ,-0.090802 ,0.000117 ,107.074895 ,60.081750 ,85.168671 ,55.286681 ,117.374399 ,83.088544 ,127.862217 ,79.723188 ,relaxed
